  x_AR	                    x_MA
  -3.4958100635839040e-02  -1.4342549783636757e-01
  -6.8900073891314606e-01  -4.0786695286376118e-01
  -1.8622104105025501e+00  -1.3591131721132854e+00
  -1.5964345803957984e+00  -6.4421334535108299e-01
  -1.1081315542965209e+00  -2.8787860283588079e-01
  -2.9033251237664054e-01   8.4908241163668130e-02
   1.2101909616734028e+00   1.3674626107287646e+00
   5.5261562110627405e-01   1.0296592920725339e-01
   1.4473593091264996e+00   6.7823232415092705e-01
   1.4890154789248653e+00   8.8072850599511121e-01
   2.2539254814062897e+00   9.6910591432600579e-01
   1.5852787985433325e-02  -1.0982499920554070e-01
   6.2838328450624448e-01   4.2662592082616101e-02
  -1.1101685893788285e-01   1.3200537421307018e-01
  -7.2653067169468111e-01  -8.0583236685930948e-01
  -1.7747446696983538e+00  -6.3388672179158467e-01
   1.3277457378327950e-01   3.4504537706520505e-01
  -5.2745664414356108e-01  -3.2281258075218616e-02
   5.7530517810838877e-01   5.3927354273914019e-01
  -3.2072469344799279e-02   2.4271152294195836e-01
   6.0830935220195781e-02  -5.9958389129552836e-01
  -8.4341737240746761e-01  -4.6033327350606434e-01
   2.7036818911982208e-01   1.6618447242946449e-02
  -1.2074697257666709e+00  -7.7209883666347146e-01
   5.3016310436624203e-01   4.4509275562543987e-01
   2.0984116191491431e-01   5.3631839885466670e-01
   2.7253250606533386e-02  -5.2575997508909944e-01
  -6.4364439174197929e-01  -1.2773374883729077e-01
  -1.2168490197067254e+00  -1.3104590039851356e+00
  -3.0760789083716205e+00  -2.2322603810203154e+00
  -7.6018103383488744e-01   3.3251029193239467e-03
  -1.5906740783313609e+00  -7.3385942492322886e-01
   1.1215896168322464e-01   1.7555595434302992e-01
  -3.3085739739312370e-01   3.8181697541861470e-01
   8.3006692709425478e-01  -2.1786578969342280e-01
  -8.8791451982279668e-01  -5.6667032702225428e-01
  -7.0225941930080904e-01  -1.1158015257971712e+00
  -1.3295566105699552e+00  -7.7299839978316542e-01
  -1.5627831240394339e+00  -1.3296023017812439e+00
  -2.3690799323075620e+00  -1.2675475878785167e+00
   2.5510303432968806e-01   5.8091306801328424e-01
  -1.8405313173158044e-01   9.9298152739720411e-02
  -5.6873443227306208e-01  -6.8707941700273789e-01
  -6.1860056129496921e-01  -2.5277851227943460e-01
  -1.0282119418027076e+00  -1.4057706249135991e+00
  -1.9661745859226740e+00  -1.4062287556275987e+00
  -1.4440085902835758e+00  -7.1614991905849468e-01
  -5.9900868677340902e-02   1.8414294243103485e-01
   1.7342151829815633e-01   3.1051877182956744e-01
   9.7081806069235133e-01   7.5044363479533849e-01
  -5.0798041915999437e-01  -7.2505739905996880e-01
  -1.9855488204664212e-01  -6.9612871409781241e-01
  -7.5869246042225802e-01  -4.3356853613348212e-01
  -1.3401913290921910e+00  -1.3109389214043943e+00
  -2.4533336321387864e+00  -1.3356150396928794e+00
  -4.0801385425226633e-01   9.5470850588244560e-03
  -6.3873223733110118e-01  -1.1665795753214206e-01
  -4.6721577472475145e-01  -3.6337216888400514e-01
   2.8027693021703037e-01   5.5703851352048295e-01
   8.3228337024816068e-01   7.4049321747743896e-02
  -3.9551385169115616e-01  -5.3369149519698411e-01
   1.3417339992954185e+00   9.6727781165856408e-01
   7.4152840859268387e-01   3.1360054367513501e-01
   2.4812569052798183e+00   1.4963357076936172e+00
   1.9530353438995958e+00   1.6680950728060457e+00
   1.1617472060169134e+00  -1.1410338649070277e-01
  -9.8957002851209475e-01  -7.5828473656665274e-01
  -4.5715203254707187e-01  -5.8788825255641597e-01
  -1.3102143788010472e+00  -5.7906914981783641e-01
  -1.4972670573423528e+00  -7.3564397524152125e-01
  -9.3704601527038811e-01   1.3249478197782841e-01
   1.0703352588989021e+00   1.0164368832871562e+00
  -1.3854421947377182e-02   5.0324854740935170e-02
  -2.8888152831422209e-01  -4.4257136301155597e-01
  -6.0398998808150173e-01  -5.4568253382977194e-01
   6.7999727473896154e-01   1.3344705533381196e-01
  -8.2556921119893889e-01  -4.1489714125658700e-01
  -1.2839086633657404e+00  -1.0793116613376916e+00
  -1.2765153974750831e+00  -6.2086921093564329e-01
  -5.8425609666507583e-01  -5.0481480819927238e-01
  -1.0572780983637686e-01   3.7626502516786642e-01
  -5.3234490772802245e-01  -3.2113805700766745e-01
  -2.7080305846174535e-01  -3.1599629487443825e-01
  -5.5968672958889831e-01  -4.6872803432319010e-01
  -1.8500537567224679e-01  -3.3843135386715217e-01
   1.2706610573695492e+00   1.2104842312313395e+00
   1.9356044543575968e-01  -1.2856416118460581e-01
  -8.7165925544525247e-01  -9.3222914720847894e-01
  -2.1464042065310279e-01  -3.2025822318157676e-02
  -1.0393197766002722e+00  -1.0736076877466536e+00
  -5.0209472151977208e-01  -6.9062502673568116e-02
  -1.3390263276870709e+00  -5.5094817943424679e-01
   1.5845607388815042e-01  -2.4796348478303976e-02
   2.1609620132827367e-01   6.1830292634178141e-01
   4.6104735258544538e-01  -4.6705517708327003e-02
  -1.9738952872653062e+00  -1.4741093035361863e+00
  -4.8140508652317759e-01  -6.1199148062584097e-01
   6.3328339403722578e-01   8.8113824205246771e-01
   1.8317907761173962e+00   1.1893487199564863e+00
  -8.1708909504649352e-01  -4.4189082886126085e-01
   1.7084378788977794e-01  -3.9276239837435528e-01
  -1.1679612312945602e+00  -9.2920138204276115e-01
  -1.0724523317793961e+00  -1.1404592462320104e+00
  -2.7019971238620393e+00  -1.1791648347597496e+00
  -8.3595229675887628e-01  -5.6251078389142040e-01
  -1.6039035943930140e+00  -5.4582680529789451e-01
  -1.6723537898605265e-01  -1.1553427353408782e-01
  -1.0077856039404343e+00  -3.1355835332139464e-01
  -1.6465673909861450e-01  -6.6642687585044325e-01
  -1.1712311271349757e-01   1.6109286492557101e-01
   1.2099936777286842e+00   5.1562207081475508e-01
   2.5633070515605056e+00   1.9782752710270417e+00
   4.9111659278451802e-01  -2.5972751880770917e-01
  -3.6155111051537703e-01  -8.1361050638894727e-01
   5.0082486391671177e-01   4.2750854926229187e-01
  -1.2452475274207903e-01  -4.7912890616435411e-01
  -1.5992532998164477e+00  -7.6970074716176184e-01
  -8.4222244279347547e-01  -1.6959083068780428e-01
   8.6218797788271750e-01   8.1597933068704098e-01
   1.2410272073489681e+00   1.1000332171326335e+00
   2.7942757756099743e+00   2.2196253540423547e+00
   2.1667381816416227e+00   1.1180715175167943e+00
   3.7547547659196550e+00   1.9814822683843427e+00
   1.4250721732476084e+00   6.6869109883509081e-01
   3.5981137324618029e-01  -7.1535610267030303e-01
  -8.5563009335245210e-01  -2.4705782067710527e-01
   7.6045496643015364e-01   4.9092317909342675e-01
  -1.5665502330845320e+00  -4.7166208247047603e-01
   1.2377237613935155e-01   4.7029008186405591e-01
  -1.4807157913741815e+00  -4.8763031041694327e-01
   6.4114061086149754e-01   1.3582124078672142e-01
  -1.7260176394370617e+00  -5.4062659259673196e-01
   1.9760321609066805e-01  -3.8621222129353455e-01
  -2.9368068221377324e+00  -1.6190344729425061e+00
  -9.6003379162310853e-01  -1.2038849412267953e+00
  -1.4317235455405930e+00  -5.4990541937696008e-03
  -5.9110384691655471e-02  -5.3584637069674756e-01
   4.3861152543516280e-01   1.1450993157094653e+00
   3.9516466035004094e-01  -3.0320070754899098e-01
  -2.0726501764542022e+00  -1.9298557319681962e+00
  -2.0064730489078650e+00  -1.6071676611119328e+00
  -5.8838820556738236e-01  -2.0889847550312646e-01
  -3.9625432690583923e-01  -6.5949563845155934e-02
   1.1295894487340935e-01   5.2677087280117174e-01
   1.0715547882917433e+00   8.4268944956392211e-01
  -1.1482683438764689e+00  -1.5772875990778203e+00
  -8.9280755872236262e-01  -8.0822159355569956e-01
  -1.7148097930894042e+00  -1.1357551835849855e+00
  -1.6071847087138740e+00  -1.4232763539863758e+00
  -1.6762395195120769e+00  -3.4997225539259286e-01
   7.6627316159302894e-01   7.4055363728965162e-01
   1.5958092679693373e-01   2.9328514655928989e-01
   2.0615172736148208e+00   1.2878047717982848e+00
   1.3873520417605256e-01  -1.2792140699894824e-01
   1.1359755288774283e+00  -1.3150564011988014e-01
  -9.1307834773042262e-01  -4.8460805036210164e-01
   8.0995875212320978e-01   3.9978676069729803e-02
  -8.4550057537738588e-01   1.1654786790128366e-02
   7.7374473005027267e-01   2.7747192465288328e-01
   1.4857882588702798e-01   7.6605890849748937e-01
   8.2634922826912616e-01   7.1712820063722760e-02
   7.8370559579806964e-01   9.5330091839737519e-01
   3.2283204656515827e+00   2.0921987187332225e+00
   2.0009726420229237e+00   1.2636976724986695e+00
   1.8576375384926287e+00   7.7338412687272662e-01
   1.4652265134248759e+00   9.6608356010456187e-01
   1.2344763785124542e+00   2.2678970487200253e-01
  -8.5302457781583785e-01  -5.0895940041901278e-01
  -3.8906642774894251e-02   2.1242201532850408e-01
  -7.2919088705501656e-01  -1.6666747205821103e-01
  -4.4272794935246851e-01  -1.5036324374320836e-01
   4.3050303444846338e-01   1.1021464344847023e+00
   2.3274145987277222e+00   1.6586553931895613e+00
   7.6506044401171691e-01   4.1769172955247880e-01
   1.1123207257674608e+00   4.5341841562320184e-01
  -5.4554881766806540e-01  -6.8853080294829117e-01
   8.9122457229748797e-01   2.1179027300281109e-01
  -2.7288092557666959e+00  -1.6001316932321923e+00
   1.2619431750695720e-01   7.5439372059817822e-02
  -1.1355877774717051e+00   1.5838700488981636e-01
   8.3772432140075570e-01   8.7754922544601710e-02
   5.2976526156928927e-01   1.4965484885789351e+00
   1.1532099886443321e+00  -1.1694830855153031e-01
   9.8726406563464320e-02   1.5706906354018302e-01
  -6.3944116252963945e-01  -9.9420577993260439e-01
  -2.3612639206851451e+00  -1.8613070156661091e+00
  -1.9809475471922500e+00  -1.1805276827581512e+00
  -1.4370368289356483e+00  -4.6028645214350206e-01
  -1.2932663461547707e+00  -5.4203823967680809e-01
  -2.1613552389678987e+00  -1.2040560863008478e+00
   1.1120306793903612e-01   2.8193075913098664e-01
  -8.0812844271745599e-01  -6.6713303557334536e-01
   2.9517180603884241e-01  -5.9260922284516182e-02
  -3.0264835793584782e-01   4.0044384546400691e-02
   3.8474127234491806e-01  -5.1388149377328263e-01
   2.2573360356040512e-01   4.1961457963693316e-01
   2.7573038569344893e-01  -2.1228703730932252e-01
  -1.6934120175141565e+00  -1.3570881259518563e+00
  -1.7232041476048128e+00  -1.3106665562775273e+00
  -1.2410516282970256e+00  -5.3802144090253901e-01
  -1.8760542045829176e+00  -1.2384809164381134e+00
  -1.5343930168741697e+00  -5.6900240184559836e-01
  -1.9050279007693123e+00  -1.1477648409457064e+00
  -1.9281453715129182e+00  -1.5443625117773772e+00
  -2.2234053531179554e+00  -1.2423057107925335e+00
  -1.4519724148370980e+00  -1.0476658611715139e+00
  -7.1502551011678139e-01  -2.4383295067710983e-01
  -2.4682486107336538e-01  -1.9992380093724008e-01
   1.1027387935447583e+00   7.9568437200004538e-01
   6.0072988238990588e-01   5.5122080246800237e-02
  -6.6491571256510218e-01  -1.1439684537508357e+00
  -3.7968624069437251e-01  -3.6116134028652253e-01
  -2.2825120305410918e-01  -3.8605168050421540e-01
   1.8757727157170201e-01   2.5578397376162998e-01
   3.8591569588340674e-01   6.3728455068530987e-01
   1.6528364314177024e+00   1.0901321379279778e+00
   3.6839060360925757e-01   7.0627170840452780e-02
   9.0824561626915434e-01   3.2538497625812685e-01
   9.5280072780873137e-02   6.7617382049295544e-02
  -1.1728331484668769e-01  -5.4860998608367950e-01
   1.5768879367737916e+00   1.7410030724783931e+00
   5.7502883897712609e-01   2.3656591212304307e-01
  -7.7635580309214780e-01  -8.0827413476927779e-01
   1.0388525844410288e+00   1.2120383196472111e+00
   7.7839113468453813e-01   2.1214240373013854e-01
  -3.8565331133842284e-01  -3.4510798139755416e-01
   7.9108120435511298e-02   5.1787866255090154e-01
   1.3231642511072774e+00   6.9271426476320441e-01
  -1.4712424128739376e-01  -1.7927788982053508e-01
   2.0202127411167758e-01   2.9977754327688466e-01
  -3.8616363434821832e-01  -2.9684866265291210e-01
  -1.0029222302572998e+00  -1.0999405705468741e+00
   2.1174525379130360e-01   8.0024902162722977e-01
  -2.4755510580583361e-02  -6.9327223351355882e-03
   7.7060420295092724e-01   5.7217198132342872e-01
  -5.2542847074377419e-01  -1.9455574054839631e-01
  -4.3673221400661916e-01  -8.6838680933290280e-01
  -3.4011329867534917e-01   8.5073458696135501e-02
   1.2243824632436177e-01  -7.8159486182666313e-02
   1.6792144810415903e+00   1.6331985427517577e+00
   7.2100627992932820e-01   3.8109249315043897e-01
   3.0594138724357673e+00   1.9708439964758888e+00
   2.8432805409802944e+00   2.0211421840255728e+00
   4.8943919526619406e-01  -8.6264511906100383e-01
  -1.6923048195486428e+00  -1.1926650535299403e+00
  -1.6581574290931398e+00  -1.4499192603585953e+00
  -1.7126451126497748e+00  -7.8092704533299906e-01
  -1.3079124926544889e+00   1.4001665359064330e-02
  -2.6970146351990765e-01   5.5126984624901798e-01
  -7.2887214010356260e-01  -4.5422726463857710e-01
  -7.8536077518714398e-01  -6.6436195440022261e-01
  -6.5066606608675404e-01  -4.5762615247038935e-01
  -1.5510157883667947e-01  -3.7605236892354249e-01
   1.4991348790749703e-01   2.6050956030860678e-01
   1.2706231775620545e+00   9.0601389983610370e-01
   1.3754283330267678e+00   8.1652770636517658e-01
  -6.2757531762561758e-01  -9.9251396702853878e-01
   4.7600445265887792e-01   2.3292217646585733e-01
   6.7272893238162745e-01   4.9249674518803460e-01
   1.3247443759732382e+00   7.6059185173131250e-01
   1.6308691431832287e+00   1.7082285423099717e+00
   1.5588526746441946e+00   6.1832340701328081e-01
   2.3761549957493311e-01  -1.2602854444919925e-01
   7.8278398467347632e-02  -1.0741831984184623e-01
  -2.7450247536019190e+00  -2.1732748734082041e+00
  -9.6143118859748844e-01  -3.5494337006381171e-01
  -1.4750083181400879e+00  -1.6918502361404777e-01
  -8.2539734842243695e-01  -6.4041059323254601e-01
  -1.7861401185706356e+00  -4.0041057364486726e-01
  -1.4221299065808310e+00  -1.4596983221413395e+00
  -1.1497340755413001e+00  -5.1680117093658318e-01
   4.3602757058616548e-02   7.8358182033596513e-02
  -4.1898947198713155e-01  -2.6173744998798165e-01
  -2.7858989500035908e-01  -3.8533567614652164e-01
  -2.5957205795900351e-01  -3.1018321574005470e-01
  -2.3759120560203656e-02  -3.2632514241875715e-01
  -1.0559577337985062e+00  -8.0445515081667285e-01
   8.6339282985000954e-01   7.2526258996327908e-01
   5.6675004120880712e-01   4.8517107111012170e-01
   2.1872837199232587e+00   1.3336868915183977e+00
   3.0047949550972819e-01   2.8178563199898382e-01
  -9.8446673505419913e-02  -9.6899439670880483e-01
   1.3305645763434171e-01   4.2421666323078699e-01
   3.1215669249376155e-01  -8.2264889289403079e-02
  -9.0804016484059802e-01  -3.6508167592280732e-01
  -5.6920439357193264e-01  -1.4706233899832602e-01
  -2.6132109495474767e+00  -1.9735773907231360e+00
  -8.5216658462428319e-02   2.4767764779446949e-01
  -1.8810402306349228e+00  -7.9071919984767036e-01
  -8.0284331120291186e-01  -8.9595744927618759e-01
  -9.4905566405145692e-03   9.6916280277215006e-01
  -8.4930504589654121e-02  -8.7064430349262367e-01
  -5.7648186897940512e-01  -1.9750123826445168e-01
  -6.0139672063658245e-01  -6.0595874355484125e-01
   1.3302545804026347e+00   7.6765660992312490e-01
   7.2346555632083620e-01   6.3299876292360457e-01
  -2.3813859458270437e-01  -6.1688028068910095e-01
  -1.4306067864415304e+00  -1.0364457284716324e+00
   1.1182219643223124e+00   6.3047340521464745e-01
   2.0174713163139022e+00   1.8915452774586448e+00
   3.2161316717260373e+00   2.2401713612747218e+00
   3.8340683631440964e-01   5.1173817844442859e-02
   8.4752976872491148e-01  -3.1287196706250464e-01
  -4.4513474414539622e-01  -3.3106632738360192e-01
   4.6390075621272830e-01   4.8257247380513291e-02
  -1.2947193993221138e+00  -1.3764993369200385e-01
  -1.2594728301135754e+00  -1.0164499659680231e+00
  -1.8626647709482502e+00  -7.3591775477980470e-01
   3.4314058625522470e-01   4.2822535708587600e-01
   2.0115366291602266e+00   2.1236016751414324e+00
   1.9038475716872947e+00   1.1074947842695779e+00
   1.0651810744243217e+00   3.8514287586121893e-01
   1.6431170683303757e+00   6.1158313210302584e-01
   4.1604730227748710e-01  -3.3902213841984497e-01
   2.2223463631350726e+00   1.6717147159683829e+00
   1.6821700626904192e+00   1.4664650725656156e+00
   2.7099622616784980e-01  -4.2308988002476400e-01
  -9.4185384031653574e-01  -3.7763334327884368e-01
   8.0791019338779124e-01   5.0194297378317865e-01
   3.2014813290079164e-01   5.3157475595220127e-01
   7.9582743803417966e-01   8.6551120061527542e-01
  -1.6983184902636284e+00  -1.0920076363716693e+00
  -1.2864400214659413e-01  -4.1357449644711758e-01
  -2.2448533389708825e-01   4.0998767054083118e-01
  -1.8299457240004902e-01  -4.2940142309824120e-01
  -1.6216844256185436e+00  -6.2316979057653721e-01
  -6.7008075964776892e-01  -7.0159216365952681e-01
  -1.8398483163395605e+00  -1.2088899166772804e+00
  -6.9768439499571899e-01  -3.7858379833123140e-01
  -7.0831201546274625e-01   9.1098230750502190e-03
   1.5520892443500045e+00   9.8097014255756310e-01
   7.1874385688129316e-01   6.9138236766754035e-01
   7.2390853414927658e-01  -1.7533534761063968e-01
   1.7440157074913614e+00   1.2829694474744704e+00
   2.1508526604062119e+00   9.5060239507720234e-01
   1.4455505469843009e+00   8.2415335080280827e-01
   1.5174932407522874e+00   1.0071833466748250e+00
   2.4309954060019368e-01  -2.9391909067385913e-01
   1.0808515663534530e+00   7.7095836008361773e-01
   2.8555070397911170e-01   4.9670146146209060e-01
   1.0334646746598017e+00   6.5690642807249655e-01
  -1.0240745991274687e+00  -3.9307076423905152e-01
   1.4155576782597039e+00   9.2973735667606439e-01
   3.6588262241461422e-01   7.2005644921411993e-01
  -8.5272206441217624e-01  -1.2366278507522512e+00
  -6.8283187926844979e-01   2.0849436078391578e-01
   1.0552802426202086e+00   5.6217733487151855e-01
   1.0072146167573044e+00   9.0553808465581420e-01
   2.1621024839474074e+00   1.8332090545125699e+00
   2.4204524470749531e+00   1.4865450933304394e+00
   9.9488577161412595e-01  -7.2020952873906530e-02
  -1.7402703026924393e+00  -1.6516851257713618e+00
   7.2190266407726167e-01   6.1517711578148493e-01
  -1.7127689369615007e-02   3.0328734794844997e-01
   4.6529838662637441e-01   4.8361103650258630e-01
  -9.4206813090538200e-01   7.7965667947897596e-02
  -1.3687661980973695e+00  -1.7159977536234710e+00
  -1.0330260226399581e+00  -2.2273967214396698e-01
  -1.9225158704932368e+00  -1.3437001895678233e+00
  -1.9812947169373043e+00  -1.1503567873603568e+00
  -1.5514764859250052e+00  -5.5856637303583156e-01
   2.9689136982561148e-02   6.1205894429547825e-02
   3.4162652081059636e-01   5.6128957234776466e-01
  -7.1200578767202038e-01  -8.8681100530090240e-01
   1.3054182135119463e+00   8.6955100037941446e-01
   6.8558867637151044e-01   1.4278708014376895e-01
   2.8808618406988042e+00   1.7060349088408360e+00
  -1.6523492659410288e-01  -7.9206977726028999e-02
   1.9681741840370748e-01  -8.9416739382828792e-01
  -1.7066847525351538e+00  -7.5846719108702287e-01
  -4.1287214468709077e-01  -7.7714673582244120e-01
  -2.3637627490450588e+00  -7.3758392566223541e-01
  -1.6853152397473237e+00  -1.2051132338474333e+00
  -4.1877975880403540e+00  -2.4001989963528603e+00
  -2.4697899343175793e+00  -1.7408151699720833e+00
  -2.1184721575239260e+00  -5.3082749187589540e-01
  -5.9197828092653448e-01  -4.7672518335112080e-01
  -8.5870557328355579e-01  -8.0073677859592671e-02
   2.5520799836731856e-01  -3.0900639616194719e-01
   2.8633754058898830e-01  -6.1765947830559845e-02
   2.8143532078570743e-01  -3.4645993278209175e-01
  -6.0836535895396660e-01  -6.9404615424543570e-01
   4.2529405290468802e-01   1.0655373949356428e-01
  -4.6898880479694410e-01  -4.0397144600720591e-01
   3.0375634927087997e-01   1.5512497837844114e-01
  -1.2538638450148660e+00  -7.1183843552503878e-01
  -3.3441908213712557e-01  -5.2227276841111048e-01
  -6.8814143740894673e-02   4.7574019916172833e-01
  -4.9452064546865926e-01  -6.7919912954191908e-01
  -3.4004102141659298e-01   9.7267063397279585e-02
  -3.4998780580912531e-01  -3.3218772788629208e-01
  -1.5098815704255428e-01  -2.8150588550755584e-01
  -5.2219132695070480e-01  -1.7931453644587553e-01
  -2.2481346993330256e+00  -1.9113415027837690e+00
  -1.3809633677544453e+00  -7.7986670465410446e-01
   2.2487670908243373e-01   6.0415678771699421e-01
   9.5015321169056932e-01   7.3128436659836193e-01
   2.3450639668024575e-01   3.3005439951921556e-01
  -1.5317264403276609e-01  -5.6600846358125023e-01
   2.7884562503764942e-01  -1.6320155778749951e-01
  -2.1534175639012845e-01  -3.2797376225822528e-01
  -6.4967456436537963e-01  -4.5129763604595241e-01
  -4.9524094048331385e-01  -1.3760973340178248e-01
   9.6225191224651341e-01   7.8454368606880087e-01
  -2.0913850724376157e+00  -1.6183952344261827e+00
  -1.1045512164072591e-01  -1.7327280241000144e-02
  -1.9484963487581739e+00  -1.0680053853382230e+00
   8.5581420597904612e-01   1.9814137391299311e-01
  -3.1581897959275662e+00  -1.4216303100798120e+00
  -5.6544716988205612e-01  -1.1286877357482528e+00
  -1.7964631482010303e+00  -2.5176441290664697e-01
   1.5839309604091023e-02  -8.0466717049702641e-01
  -1.3671038844156935e+00   3.6336468749498696e-02
  -1.1343896586554396e+00  -1.5704653520731746e+00
  -2.3546328442106201e+00  -1.4662397042072286e+00
  -1.5600438205446043e+00  -1.2645460850411894e+00
  -1.0560692350412884e+00  -3.4995690863133239e-01
  -8.2922182372964470e-01  -5.0352084013947285e-01
   1.0299418527176931e+00   1.0072453196647482e+00
   8.8201448301128571e-01   4.6158503558286518e-01
  -7.6321540433680157e-01  -1.3174823875246906e+00
  -8.3480952780124218e-01  -6.4515716622414865e-01
  -1.1912151000517921e+00  -1.2288149720571733e+00
  -5.4335338408395772e-01  -2.5034946626552124e-01
  -9.2827596316935002e-01  -1.2106024581456745e-01
  -5.6314165805782612e-01  -4.7482537187978419e-01
  -1.2019907302496913e+00  -6.8464905628619077e-01
  -4.2641631056667556e-01  -4.2513650177685636e-01
  -1.9258514586359738e+00  -1.3168051161286121e+00
  -4.4886250153404084e-02  -2.3760728852973916e-02
  -1.9235464457390736e+00  -1.1248925883163965e+00
  -9.0394545296540674e-01  -1.0151574212307028e+00
  -1.4615723198066419e+00  -3.8088412156666551e-01
   1.9937213785204511e-01  -3.1566645223621859e-01
  -5.1996658762272097e-01   1.1132319830409274e-01
   2.1803902121947969e+00   1.3363591215285986e+00
   2.3848400148744595e+00   1.7769642780688761e+00
   2.9611518357373514e+00   1.2882910793615512e+00
   1.4898567038035346e+00   7.9206476976119800e-01
   6.5028621161539135e-01  -5.1253744354912989e-01
  -5.3669256745523775e-01  -5.1872567456349727e-01
  -1.8109242614799343e+00  -1.3159629336630745e+00
  -1.9303444235832370e+00  -8.4098035730368703e-01
  -1.9862670547804218e+00  -7.2647336349770419e-01
   4.8494029459234911e-01   1.0096332890361006e+00
   7.2407163663548546e-01   1.0907963813937156e+00
   1.1445033321858942e+00   4.7798290393045156e-01
   3.4004228381285784e-01   1.2069804202451309e-01
   8.7321496764553030e-01  -1.5547135606794593e-01
   1.0092869180582436e+00   6.8555322174024369e-01
   2.9855314813899869e+00   2.0754490177595821e+00
   1.6995818413062564e+00   1.1298602843606915e+00
   2.4126027691007508e+00   1.2751395847626397e+00
   1.5271174843497575e+00   1.0232259337266116e+00
   1.9274715590626783e+00   7.0590570250536611e-01
   1.4425306933982143e+00   1.3809356595225069e+00
   2.2433409027908500e+00   1.4332297102867155e+00
   8.4324219993789995e-01   6.8732397873335549e-01
   4.2779730298367291e-01   1.2643414970165343e-01
  -7.6411491622666222e-02   1.7720425798344222e-01
   9.9401475988937982e-01   7.8117993807811170e-01
   1.2816367200053951e+00   1.4071861240760790e+00
   3.3615484020456632e-01   1.8844960767812413e-01
